id,Column,gender,postcode,longitude,latitude,leeftijd,age,gezondh,verwink,inkbron,opleiding,education,huishouden,family,geslacht,suggestion,remarks,created_at,theme_completed,finished_at,VR1_1,VR1_2,VR1_3,VR1_4,VR1_5,VR1_6,VR1_7,VR1_O,VR3_1,VR3_2,VR3_3,VR3_4,VR3_5,VR3_6,VR3_7,VR3_O,VR4,VR4_O,VR5_1,VR5_2,VR5_3,VR5_4,VR5_5,VR5_6,VR5_7,VR5_O,VR6_1,VR6_2,VR6_3,VR6_4,VR6_5,VR6_6,VR6_7,VR6_O,VR7,VR7_O,VR8,VR8_O,VR9,VR9_O,VR10,VR10_O,VR13_1,VR13_2,VR13_3,VR13_4,VR13_5,VR13_6,VR13_7,VR13_O,VR11,VR11_O,VR12,VR12_O,VR48_1,VR48_2,VR48_3,VR48_4,VR48_5,VR48_6,VR48_7,VR48_O,VR14_1,VR14_2,VR14_3,VR14_4,VR14_5,VR14_6,VR14_7,VR14_O,VR15_1,VR15_2,VR15_3,VR15_4,VR15_5,VR15_6,VR15_7,VR15_O,VR16,VR16_O,VR17,VR17_O,VR18_1,VR18_2,VR18_3,VR18_4,VR18_5,VR18_6,VR18_7,VR18_O,VR19,VR19_O,VR20,VR20_O,VR21_1,VR21_2,VR21_3,VR21_4,VR21_5,VR21_6,VR21_7,VR21_O,VR22_1,VR22_2,VR22_3,VR22_4,VR22_5,VR22_6,VR22_7,VR22_O,VR23,VR23_O,VR24,VR24_O,VR25_1,VR25_2,VR25_3,VR25_4,VR25_5,VR25_6,VR25_8,VR25_O,VR26,VR26_O,VR27,VR27_O,VR28,VR28_O,VR29,VR29_O,VR30,VR30_O,VR32,VR32_O,VR31_1,VR31_2,VR31_3,VR31_4,VR31_5,VR31_6,VR31_7,VR31_O,VR33,VR33_O,VR34_1,VR34_2,VR34_3,VR34_4,VR34_5,VR34_6,VR34_7,VR34_O,VR35,VR35_O,VR36,VR36_O,VR37,VR37_O,VR38,VR38_O,VR39,VR39_O,VR40,VR40_O,VR41_1,VR41_2,VR41_3,VR41_4,VR41_5,VR41_6,VR41_7,VR41_O,VR42,VR42_O,VR43_1,VR43_2,VR43_3,VR43_4,VR43_5,VR43_6,VR43_7,VR43_O,VR44_1,VR44_2,VR44_3,VR44_4,VR44_5,VR44_6,VR44_7,VR44_O,VR45_1,VR45_2,VR45_3,VR45_4,VR45_5,VR45_6,VR45_7,VR45_O,VR46_1,VR46_3,VR46_4,VR46_5,VR46_6,VR46_7,VR46_8,VR46_O,VR47,VR47_O,VR2,VR2_O,VR49,VR49_O,VR50,VR50_O,VR51_1,VR51_2,VR51_3,VR51_4,VR51_5,VR51_6,VR51_7,VR51_O,VR52_1,VR52_2,VR52_3,VR52_4,VR52_5,VR52_O,VR53_1,VR53_2,VR53_3,VR53_4,VR53_5,VR53_6,VR53_7,VR53_O,VR54_1,VR54_2,VR54_3,VR54_4,VR54_5,VR54_6,VR54_7,VR54_O,VR55_1,VR55_2,VR55_3,VR55_4,VR55_5,VR55_6,VR55_7,VR55_O,VR56_1,VR56_2,VR56_3,VR56_4,VR56_5,VR56_6,VR56_7,VR56_O,VR57,VR57_O,VR58,VR58_O,VR59,VR59_O,VR60,VR60_O,VR61_1,VR61_2,VR61_3,VR61_4,VR61_5,VR61_6,VR61_7,VR61_O,VR62_1,VR62_2,VR62_3,VR62_4,VR62_5,VR62_6,VR62_7,VR62_O,VR63,VR63_O,VR64,VR64_O,VR65_1,VR65_2,VR65_3,VR65_4,VR65_5,VR65_6,VR65_7,VR65_O,VR66,VR66_O,VR68,VR68_O,VR69_1,VR69_2,VR69_3,VR69_4,VR69_5,VR69_6,VR69_7,VR69_O,VR67_1,VR67_2,VR67_3,VR67_4,VR67_5,VR67_6,VR67_7,VR67_O,VR70,VR70_O
751,1699,1,3024SK,4.451944833,51.90611057,,1950,,,,, ,,,, , ,23/01/2017 16:01,1, ,,,,,"Meer buitenruimte: parken, speelpleinen",Meer mobiliteit: openbaar vervoer en fietsenstallingen,, ,,Ik ga bewust naar kleine winkels in de buurt,Ik bestel alles via internet en laat het bezorgen,Ik bestel op internet en haal het op bij een ophaalpunt,,,, ,8,rare veronderstelling als de huizenprijzen gaan stijgen,,,,,,,,,,,,,,,,,,,,,,,,Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,1873,1,3027HD,4.44159931,51.91595539,,1995,,,,, ,,,, , ,23/01/2017 16:13,1, ,,,,Meer sport: binnen en buiten,,Meer mobiliteit: openbaar vervoer en fietsenstallingen,, ,,Ik ga bewust naar kleine winkels in de buurt,Ik bestel alles via internet en laat het bezorgen,Ik bestel op internet en haal het op bij een ophaalpunt,,,, ,2, ,,"Verzorging door vrijwilligers, familie of vrienden",,,,Met een groep zorg zelf inkopen en delen,, ,,Duurzaam gebouwde woningen,Flexibele woningen die je beter kan aanpassen,,,,"Anders, namelijkâ€_Ã„Â¶",Betaalbare woningen voor studenten en starters; zij worden en zijn de sterke schouders van de stad.,4, ,6, ,1, ,1,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , ,2, ,,,Er zijn online lesprogramma's,,,,, ,5, ,,,Goed burgerschap,,Hun passie en zelfontplooiing,,, ,2, ,5, ,4, ,4, ,1, ,1,"Terug naar de intuÃ¯tie en ervaring van docenten, groepsplannen slokken teveel tijd op en zijn vaak onnodig. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,1939,1,3028VG,4.422006849,51.91952298,48,1969, , , , , , ,,1, , ,23/01/2017 16:14,0, ,,,,,,,, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, , , , , , , , ,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
788,1452,2,3023DE,4.456205883,51.90953449,59,1958, ,7, , , , ,,2, , ,23/01/2017 16:18,1, ,,,,,,,, ,,,,,,,, ,8,Ik heb mijn droomhuis al.,Betaalde professionele verzorging thuis,,,,,Met een groep zorg zelf inkopen en delen,, ,Woningen bereikbaar voor mensen met een kleine beurs,,,,,,, ,7,Ik denk dat mijn huidige of een vergelijkbare woning nog steeds bereikbaar is.,5, ,2, , ,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,"Anders, namelijkâ€_Ã„Â¶",Meer ruimte buiten waar kinderen en jongeren kunnen rauwdouwen zonder toezicht van volwassenen. Zij worden minder bezig gehouden en worden meer geacht zichzelf te vermaken.,,,,,,,, ,5, , , ,,,Meer tijd voor zingeving en religie,Meer buiten spelen,"Meer creatieve activiteiten, zoals muziek, toneel of tekenen",,, ,2, ,7,Haal alles uit het leven wat erin zit. Ontdek waar je gelukkig van wordt en doe dat niet met mate. Blijf je talenten ontdekken en ontwikkelen. Blijf in beweging lichamelijk en geestelijk.,6,"Vrienden natuurlijk! En als die niet voldoende zijn, is in elke wijk een Nanny bij wie je kunt aankloppen. Helemaal gratis gelukkig!",2, ,1,Meer eigen plekken waar zij het voor het zeggen hebben, , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,Rotterdammer,,,,,, ,5, ,,,,,,,, ,,,,,,,, ,,,,,,,"Anders, namelijkâ€_Ã„Â¶","Dat mogen ouderen helemaal zelf weten, afhankelijk van hun talenten, interesses en fysieke mogelijkheden.",,,,,,,, ,5,Ik zou graag mee willen denken over de stedenbouwkundige opzet van een nieuwe wijk.,6,"Een samengesteld team bestaande uit bewoners, kleine ondernemers, zzp'ers, gemeente, bijgestaan door deskundigen. Deze teams hebben budgetverantwoordelijkheid.",4, , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
792,1813,1,3026GV,4.434749994,51.86357037,,1969,,,,,5,,3,,-ongelijkheid tegengaan....samenleven....we doen het nu nog (net)....maar cohesie dreigt te verdwijnen...en daarmee de rol van de Overheid, ,23/01/2017 16:20,1,23/01/2017 16:41,,,Meer mogelijkheden om te werken,,"Meer buitenruimte: parken, speelpleinen",,, ,,Ik ga bewust naar kleine winkels in de buurt,Ik bestel alles via internet en laat het bezorgen,,,Ik bestel direct bij de producent,, ,4, ,Betaalde professionele verzorging thuis,,,,,Met een groep zorg zelf inkopen en delen,, ,Woningen bereikbaar voor mensen met een kleine beurs,Duurzaam gebouwde woningen,,,,,, ,5, ,5, ,3, , ,Empty,Vanuit huis,,Bij verschillende werkgevers op locatie,,,,, ,3, ,5, ,,,Mijn hobbies,,,,Reizen en de wereld verkennen, ,,,Ik zoek een nieuwe vaste baan,Ik werk zelfstandig voor verschillende opdrachtgevers,,,, ,,"Ik leer zelfstandig continu bij, bijvoorbeeld met cursussen of via internet",,,,,"Anders, namelijkâ€_Ã„Â¶",#NAME?,3, ,2, ,,,Mijn eigen werkplek,Mijn werktijden,,,, ,1, ,1,#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,1585,1,3024AA,4.46080656,51.90779135,31,1986, ,5, , , , ,,1, , ,23/01/2017 16:24,1, ,"Meer cultuur en gezelligheid: bibliotheek, theater, horeca",,,Meer sport: binnen en buiten,,,, ,,,,,,,"Anders, namelijkâ€_Ã„Â¶",combinatie van bovenstaande: online en kleine (specialistische) winkels,1, ,,,,,Verhuizen naar een verzorgingstehuis,,, ,,,,,,,"Anders, namelijkâ€_Ã„Â¶","Verdichting van de binnenstad, zodat het centrum levendiger wordt en randgebieden uiteindelijk natuurgebieden kunnen worden.",5, ,4, ,1, , ,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , ,1, , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
807,1718,1,3024TS,4.452664691,51.90674328,44,1973,2,2,4,5,5,1,1,1,-, ,23/01/2017 16:28,1,23/01/2017 16:58,,Meer ontmoeten: wijk- of buurtgebouw,,,,Meer mobiliteit: openbaar vervoer en fietsenstallingen,, ,In grote supermarkten en winkelketens,Ik ga bewust naar kleine winkels in de buurt,,Ik bestel op internet en haal het op bij een ophaalpunt,,,, ,1, ,,"Verzorging door vrijwilligers, familie of vrienden",,Met robots en zorg op afstand thuis,,,, ,Woningen bereikbaar voor mensen met een kleine beurs,Duurzaam gebouwde woningen,Flexibele woningen die je beter kan aanpassen,,,,, ,2, ,5, ,1, ,1,Empty,,,,"Op een flexibele werkplek, die ik deel met anderen",,,, ,1, ,5, ,Vrijwilligerswerk,,Mijn hobbies,,,,, ,,,Ik zoek een nieuwe vaste baan,,,,, ,Ik volg aanvullende opleidingen,"Ik leer zelfstandig continu bij, bijvoorbeeld met cursussen of via internet",,,,,, ,2, ,5, ,Mijn pensioen,,,Mijn werktijden,,,, ,4, ,1,-,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,Rotterdammer,,,Wereldburger,,, ,5, ,Cafâˆ_Â©'s en restaurants,,,,,Thuis,, ,,,,Vrijwilligers: buurtvaders en -moeders,Preventie: jeugdcoaches en voorlichting,,, ,Economie: langer blijven werken,,,Algemeen nut: vrijwilligerswerk,,,, ,,,,"Voor wetenschappers, creatieven en kunstenaars, die maken de stad mooier",,"Voor mensen in nood, wij zijn er om elkaar te helpen",, ,2, ,2, ,4, ,1,-,,"Dat moet altijd, om werk van de computer te controleren",,,,,, ,"Nee, absoluut niet",,,,, ,,,Ik doe klusjes en boodschappen voor oudere buren,Ik doe vrijwilligerswerk bij een zorginstelling,,,, ,,,Preventie: gezond gedrag belonen,,,,, ,,"Mijn huisarts, ziekenhuis",,,,Ikzelf,, ,Kinderen vroeg stimuleren om te sporten,,,,,"Meer fietspaden, trappen en minder liften, roltrappen",, ,3, ,4, ,2, ,1,-,,Kleine dingen die je minder vaak nodig hebt zoals gereedschap,,,,,, ,Ik gebruik gewoon net zoveel als ik nodig heb,,,,,,, ,1, ,2, ,"Minder consumeren, minder nieuw kopen",Mijn spullen langer blijven gebruiken,,,Alleen nog duurzaam geproduceerde producten kopen,,, ,1, ,2, ,,,Een (electrische) fiets of scooter,Openbaar vervoer,,,, ,Verbod op vervuilers als vrachtverkeer en cruiseschepen,,,Overheid investeert in duurzame energie,,Veel extra groen en veel bomen,, ,1,-
817,1791,2,3026CN,4.441405889,51.91324575,40,1977, ,6, , , , ,,2, , ,23/01/2017 16:31,1, ,"Meer cultuur en gezelligheid: bibliotheek, theater, horeca",,,,"Meer buitenruimte: parken, speelpleinen",,, ,,Ik ga bewust naar kleine winkels in de buurt,,,,Ik bestel direct bij de producent,, ,3, ,Betaalde professionele verzorging thuis,,,,,Met een groep zorg zelf inkopen en delen,, ,,,Flexibele woningen die je beter kan aanpassen,Meer variatie aan woningen door zelfbouw en minder regels,,Kleinere woningen,, ,6, ,6, ,2, ,1,"Buitenruimte schoonhouden! Handhaven op afval, oude meubels, zooi etc zomaar op straat te zetten...",,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , ,2, , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
823,1675,1,3024EZ,4.458929936,51.90304483,75,1942,4,5, ,5,5,3,3,1,Onderwijs,"Rommel op straat moet intensief worden aangepakt, graag een extra inspanning van de gemeente.",23/01/2017 16:35,1,23/01/2017 16:56,"Meer cultuur en gezelligheid: bibliotheek, theater, horeca",,,,,Meer mobiliteit: openbaar vervoer en fietsenstallingen,, ,In grote supermarkten en winkelketens,Ik ga bewust naar kleine winkels in de buurt,,Ik bestel op internet en haal het op bij een ophaalpunt,,,, ,1, ,,,,Met robots en zorg op afstand thuis,,Met een groep zorg zelf inkopen en delen,, ,,Duurzaam gebouwde woningen,Flexibele woningen die je beter kan aanpassen,Meer variatie aan woningen door zelfbouw en minder regels,,,, ,5, ,3, ,3, ,1,Laten zoals nu,,,,,,,, , , , , ,Vrijwilligerswerk,Mijn gezin en vrienden,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , ,1, ,,,Er zijn online lesprogramma's,,,Kinderen gaan gewoon nog naar school,, ,3, ,Sociale competenties en vaardigheden,Internationale oriâˆ_Â´ntatie en talenkennis,,,,,, ,6, ,3, ,4, ,3, ,1, ,1,Versterken van de positie van onderwijsgevenden,,,,Europeaan,,,, ,3, ,Cafâˆ_Â©'s en restaurants,,Openbare ruimtes zoals parken,,,,, ,,,Intensief camaratoezicht en sensoren,,Preventie: jeugdcoaches en voorlichting,,, ,Economie: langer blijven werken,,,Algemeen nut: vrijwilligerswerk,,,, ,,,"Voor hoogopgeleiden, die hebben we hard nodig","Voor wetenschappers, creatieven en kunstenaars, die maken de stad mooier",,,, ,1, ,7, ,3, ,1,Tolerant zijn voor andere culturen,,,Alleen in bijzondere of ernstige gevallen,,,"Ja, voornamelijk via een online video-consult.",, ,,Denk het niet,,,, ,,,Ik doe klusjes en boodschappen voor oudere buren,,Ik help wel op afstand via een app of internet,,, ,,De gebruiker betaalt: hogere eigen bijdrage,Preventie: gezond gedrag belonen,,,,, ,Mijn familie,"Mijn huisarts, ziekenhuis",,,,Ikzelf,, ,,,,,Fit blijven biedt financiâˆ_Â´le voordelen (bijv verzekering),"Meer fietspaden, trappen en minder liften, roltrappen",, ,5, ,2, ,4, ,1,Veel bewegen en zolang mogelijk blijven werken.,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
831,1615,1,3024EA,4.460542833,51.90290919,48,1969,5,6, , , , ,,1, , ,23/01/2017 16:44,1, ,,,,,"Meer buitenruimte: parken, speelpleinen",Meer mobiliteit: openbaar vervoer en fietsenstallingen,, ,,Ik ga bewust naar kleine winkels in de buurt,Ik bestel alles via internet en laat het bezorgen,Ik bestel op internet en haal het op bij een ophaalpunt,,,, ,2, ,Betaalde professionele verzorging thuis,,,Met robots en zorg op afstand thuis,,,, ,,Duurzaam gebouwde woningen,Flexibele woningen die je beter kan aanpassen,Meer variatie aan woningen door zelfbouw en minder regels,,,, ,6, ,5, ,2, ,1,Verbeteren publiek transport. Frequenter en mogelijk pendeldiensten naar parkeergelegenheden aan de rand van de stand tbv woon- werkverkeer.,,,,,,,, , , , , ,Vrijwilligerswerk,Mijn gezin en vrienden,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,Meer parken en speelpleintjes in de buurt,,,Meer veiligheid op straat en minder verkeer,,,, ,"Op een (sport-) club, in een vereniging etc.",,,,Thuis,,, ,4, ,2, ,Meer sport en bewegen,,,Meer buiten spelen,,,, ,2, ,1, ,1, ,2, ,1,Zorgen voor veiligheid,3, ,,,Er zijn online lesprogramma's,,,Kinderen gaan gewoon nog naar school,, ,4, ,,Internationale oriâˆ_Â´ntatie en talenkennis,,,Hun passie en zelfontplooiing,,, ,2, ,4, ,3, ,2, ,3, ,1,"Kleinere klassen, meer aandacht voor talent en zelfontplooiing. Veel meer aandacht voor techniek.",,Rotterdammer,,,,,, ,4, ,,"Theaters, musea",Openbare ruimtes zoals parken,,,,, ,,,,Vrijwilligers: buurtvaders en -moeders,Preventie: jeugdcoaches en voorlichting,,, ,,,,Algemeen nut: vrijwilligerswerk,,Elkaar: zorg voor andere ouderen,, ,,,"Voor hoogopgeleiden, die hebben we hard nodig",,"Voor studenten en jongeren, dat is de toekomst",,, ,4, ,2, ,3, ,1,Handhavers ook echt laten handhaven. Regels werken niet zonder handhaving,,"Dat moet altijd, om werk van de computer te controleren",,,,"Ja, voornamelijk via een online video-consult.",, ,,Denk het niet,,,, ,,,Ik doe klusjes en boodschappen voor oudere buren,Ik doe vrijwilligerswerk bij een zorginstelling,,,, ,Iedereen betaalt mee: verzekering wordt duurder,De gebruiker betaalt: hogere eigen bijdrage,,,,,, ,,"Mijn huisarts, ziekenhuis",,,,Ikzelf,, ,Kinderen vroeg stimuleren om te sporten,,,,,"Meer fietspaden, trappen en minder liften, roltrappen",, ,4, ,1, ,5, ,1, ,,Kleine dingen die je minder vaak nodig hebt zoals gereedschap,,,"Vervoersmiddelen zoals auto's, scooters en fietsen",,, ,Ik gebruik gewoon net zoveel als ik nodig heb,Ik probeer mijn energieverbruik  zo veel mogelijk te verminderen,,,,,, ,4, ,2, ,"Minder consumeren, minder nieuw kopen",Mijn spullen langer blijven gebruiken,Mijn spullen delen met anderen,,Alleen nog duurzaam geproduceerde producten kopen,,, ,5, ,2, ,,Een deelauto,Een (electrische) fiets of scooter,,,,, ,,,,Overheid investeert in duurzame energie,"Verbod op open haard, buitenbarbecue etc.",Veel extra groen en veel bomen,, ,1,"Cruiseschepen binnenslepen door (duurzame) electrische slepers. Meer aandacht voor groen, fietspaden en beperken vervuilende vervoersoplossingen."
833,1693,2,3024RR,4.448734723,51.90579485,65,1952,5,2, , , , ,,2, , ,23/01/2017 16:45,1, ,"Meer cultuur en gezelligheid: bibliotheek, theater, horeca",Meer ontmoeten: wijk- of buurtgebouw,,,,,, ,In grote supermarkten en winkelketens,Ik ga bewust naar kleine winkels in de buurt,Ik bestel alles via internet en laat het bezorgen,,,,, ,1, ,Betaalde professionele verzorging thuis,,,,,Met een groep zorg zelf inkopen en delen,, ,Woningen bereikbaar voor mensen met een kleine beurs,,,Meer variatie aan woningen door zelfbouw en minder regels,Grotere woningen,,, ,2, ,3, ,3, ,1,Ik hoop hier oud te worden.,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , ,3, , , , , ,,"Dat moet altijd, om werk van de computer te controleren",,"Het kost extra geld, dus zo weinig mogelijk",,,, ,,Denk het niet,,,, ,Ik zorg voor eigen familie of vrienden,,Ik doe klusjes en boodschappen voor oudere buren,,,,, ,,,Preventie: gezond gedrag belonen,,,"Helaas, mensen krijgen minder zorg",, ,Mijn familie,"Mijn huisarts, ziekenhuis",,,,Ikzelf,, ,Kinderen vroeg stimuleren om te sporten,,,,,"Meer fietspaden, trappen en minder liften, roltrappen",, ,4, ,3, ,5, ,1,stimuleren om te bewegen,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
842,1519,1,3023SJ,4.44749283,51.91366291,,1953,,,,,5,,1,,"Aantrekkelijk zijn voor hoog-opgeleiden, hogere inkomens, studenten, creatieve sector. Inzetten op duurzaamheid, reduceren van fijnstof, meer groen, parken, bomen in de openbare ruimte.","Ik kan heel veel noemen, ik heb al veel genoemd, dat ga ik hier niet herhalen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,1616,1,3024EA,4.460542833,51.90290919,63,1954, ,3, , , , ,,1, , ,23/01/2017 16:51,1,23/01/2017 17:09,"Meer cultuur en gezelligheid: bibliotheek, theater, horeca",,,,"Meer buitenruimte: parken, speelpleinen",,, ,,Ik ga bewust naar kleine winkels in de buurt,Ik bestel alles via internet en laat het bezorgen,,Ik maak/produceer zoveel mogelijk zelf en koop zo weinig mogelijk,,, ,1, ,,"Verzorging door vrijwilligers, familie of vrienden",,Met robots en zorg op afstand thuis,,,, ,,Duurzaam gebouwde woningen,Flexibele woningen die je beter kan aanpassen,Meer variatie aan woningen door zelfbouw en minder regels,,,, ,3, ,3, ,3, ,1,Veel groen dat onderhouden wordt door de gemeenschap. Meer kleine winkels. Minder steen en beton.,,,,,,,, , , , , ,Vrijwilligerswerk,,,,Studeren en het opdoen van kennis,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , ,2, ,,,,Een leergroep vormen met andere ouders,,Kinderen gaan gewoon nog naar school,, ,4, ,,Internationale oriâˆ_Â´ntatie en talenkennis,,Creativiteit en kritisch denken,,,, ,2, ,4, ,2, ,5, ,1, ,1,"Kleine klassen, onderwijs op maat, ontwikkeling en stimulering van talenten.",,Rotterdammer,,Europeaan,,,, ,5, ,Cafâˆ_Â©'s en restaurants,,Openbare ruimtes zoals parken,,,,, ,,,,Vrijwilligers: buurtvaders en -moeders,Preventie: jeugdcoaches en voorlichting,,, ,,,,Algemeen nut: vrijwilligerswerk,,Elkaar: zorg voor andere ouderen,, ,,,"Voor hoogopgeleiden, die hebben we hard nodig","Voor wetenschappers, creatieven en kunstenaars, die maken de stad mooier",,,, ,2, ,1, ,4, ,1,Meer groen. Bijzondere plekken waar mogelijkheden zijn voor creatieve ontwikkelingen. Mix van verschillende soorten bewoners.,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,"Dure (huishoudelijke) apparatuur, bijv. een wasmachine","Vervoersmiddelen zoals auto's, scooters en fietsen",(Woon-)ruimte (voor gasten of een feestje),, ,,Ik probeer mijn energieverbruik  zo veel mogelijk te verminderen,,,,,, ,4, ,4, ,"Minder consumeren, minder nieuw kopen",Mijn spullen langer blijven gebruiken,Mijn spullen delen met anderen,,,,, ,4, ,1, ,,,Een (electrische) fiets of scooter,Openbaar vervoer,,,, ,Verbod op vervuilers als vrachtverkeer en cruiseschepen,,Subsidie voor duurzame energie thuis,,,Veel extra groen en veel bomen,, ,1,Meer groen dat gedeeld en onderhouden wordt door de buurt. Gescheiden afval. Meer voorwerpen en diensten delen.
